model,num_enabled,lr,target,signal,metric,r2,r2_layer,r2_best_step,pearson,pearson_layer,mse,mse_layer
Timer-Base-84M,1,0.003,sawtooth_phase,sawtooth,phase,0.19413641603864495,6,1200.0,0.4629374771590684,6,2.66977553911077,6
Timer-Base-84M,1,0.003,sawtooth_offset,sawtooth,offset,0.980070165193532,6,1250.0,0.9900961383780368,6,0.00026369788871499723,6
Timer-Base-84M,1,0.003,square_amplitude,square,amplitude,0.9823311483623337,6,1250.0,0.9911678175913042,6,0.0014466807292674683,6
Timer-Base-84M,1,0.003,square_frequency_hz,square,frequency_hz,0.972096029854648,6,1250.0,0.9860114893710562,6,1.4311527728052542,6
Timer-Base-84M,1,0.003,square_phase,square,phase,0.21264641682318342,6,1200.0,0.4806271100836531,6,2.5985305457099583,6
Timer-Base-84M,1,0.003,square_offset,square,offset,0.8362951669335852,6,900.0,0.9226516946492896,6,0.002187349813370667,6
Timer-Base-84M,1,0.003,square_duty_cycle,square,duty_cycle,0.9828384728401087,6,1250.0,0.9914654350233483,6,0.0009303125077604708,6
Timer-Base-84M,1,0.001,spike_time_frac,spike,time_frac,0.8156881824968687,6,1200.0,0.9038340301832738,6,0.007434521985899714,6
Timer-Base-84M,1,0.001,spike_amplitude,spike,magnitude,0.3022621851669175,6,1100.0,0.5527197122369321,6,0.00913920083617785,6
Timer-Base-84M,1,0.001,level_change_time_frac,level_change,time_frac,0.9214508905555989,6,1200.0,0.9600505142062973,6,0.003180601972130073,6
Timer-Base-84M,1,0.001,level_change_amplitude,level_change,magnitude,0.997814505567694,6,1250.0,0.9989455670027032,6,0.0007425763584056853,6
Timer-Base-84M,1,0.001,gaussian_time_frac,gaussian,time_frac,0.7867261564045648,6,1250.0,0.8885348242880017,6,0.008790177576823124,6
Timer-Base-84M,1,0.001,gaussian_amplitude,gaussian,magnitude,0.9671652452759928,6,1250.0,0.9842365493466353,6,0.010644083780765857,6
Timer-Base-84M,1,0.001,gaussian_sigma_sec,gaussian,sigma_sec,0.7607347019378379,6,1050.0,0.8792268362962524,6,4.9793394136194035e-05,6
Timer-Base-84M,1,0.001,gaussian_noise_std,gaussian_noise,std,0.9757830596526647,6,1250.0,0.9881234788024202,6,3.4120604063991426e-05,6
Timer-Base-84M,1,0.001,uniform_noise_amplitude,uniform_noise,std,0.9914840030817357,6,1200.0,0.995890196462042,6,2.8374366550571484e-05,6
Timer-Base-84M,1,0.001,random_walk_step_std,random_walk_noise,std,0.8401775903913331,6,1100.0,0.9220083502344999,6,6.586259742521088e-05,6
Timer-Base-84M,1,0.001,linear_trend_slope,linear_trend,slope,0.9997021105669235,6,1250.0,0.9998597857786505,6,0.0003967328252775453,6
Timer-Base-84M,1,0.001,linear_trend_intercept,linear_trend,intercept,0.9998638645876977,6,1150.0,0.9999398058203157,6,1.1150809780453911e-05,6
Timer-Base-84M,1,0.001,quadratic_trend_a,quadratic_trend,a,0.9877370840003885,6,1250.0,0.9940383633835623,6,0.06534608807012428,6
Timer-Base-84M,1,0.001,quadratic_trend_b,quadratic_trend,slope,0.9983180149397207,6,1250.0,0.9991823285353426,6,0.002186204121564731,6
Timer-Base-84M,1,0.001,quadratic_trend_c,quadratic_trend,intercept,0.9989832019960034,6,1250.0,0.9995196556966705,6,8.538565088984179e-05,6
Timer-Base-84M,1,0.001,log_trend_amplitude,log_trend,amplitude,0.9996962433363293,6,1250.0,0.9998645844574066,6,0.0004013998556743192,6
Timer-Base-84M,1,0.001,log_trend_offset,log_trend,offset,0.9992888316837246,6,1250.0,0.9996699769626389,6,5.881699104902698e-05,6
Timer-Base-84M,1,0.001,sigmoid_trend_amplitude,sigmoid_trend,amplitude,0.9944826890428751,6,1250.0,0.9972648387906901,6,0.007424138155542308,6
Timer-Base-84M,1,0.001,sigmoid_trend_center,sigmoid_trend,center,0.8782781740093661,6,1000.0,0.9371679650186868,6,0.0037001628337247822,6
Timer-Base-84M,1,0.001,sigmoid_trend_sharpness,sigmoid_trend,sharpness,0.3109129231427601,6,1250.0,0.6384341948254589,6,13.427374480926716,6
Timer-Base-84M,1,0.001,sigmoid_trend_offset,sigmoid_trend,offset,0.9921875859488841,6,1250.0,0.9963241558685391,6,0.000661136952342816,6
Timer-Base-84M,1,0.001,sine_amplitude,sine,amplitude,0.9801096223877328,6,1250.0,0.9901003172019878,6,0.001668459069523735,6
Timer-Base-84M,1,0.001,sine_frequency_hz,sine,frequency_hz,0.15568679878407599,6,1250.0,0.5981977046123256,6,3572.565952945593,6
Timer-Base-84M,1,0.001,sine_phase,sine,phase,0.022776275241956467,6,1200.0,0.15113682289722496,6,3.291021443392459,6
Timer-Base-84M,1,0.001,sine_offset,sine,offset,0.9701999500594081,6,1100.0,0.9853270181669048,6,0.00039807343452288494,6
Timer-Base-84M,1,0.001,sawtooth_amplitude,sawtooth,amplitude,0.9862113377342188,6,1250.0,0.9934353545314615,6,0.001138232680806536,6
Timer-Base-84M,1,0.001,sawtooth_frequency_hz,sawtooth,frequency_hz,0.9275036206693857,6,1250.0,0.9637371852709674,6,59.99525938981164,6
Timer-Base-84M,1,0.001,sawtooth_phase,sawtooth,phase,0.09552670508074335,6,1250.0,0.3421516439705302,6,2.996463330287612,6
Timer-Base-84M,1,0.001,sawtooth_offset,sawtooth,offset,0.9806748285483422,6,1200.0,0.9903049743831512,6,0.0002556973984151462,6
Timer-Base-84M,1,0.001,square_amplitude,square,amplitude,0.9785309211928853,6,1250.0,0.9892157115113593,6,0.0017578336850803825,6
Timer-Base-84M,1,0.001,square_frequency_hz,square,frequency_hz,0.9438884025547328,6,1250.0,0.9715950506079544,6,2.8778796655823804,6
Timer-Base-84M,1,0.001,square_phase,square,phase,0.11222501037087307,6,1200.0,0.35578132855073846,6,2.9299548227883827,6
Timer-Base-84M,1,0.001,square_offset,square,offset,0.8592037944211961,6,1000.0,0.9276834105424807,6,0.00188125511157726,6
Timer-Base-84M,1,0.001,square_duty_cycle,square,duty_cycle,0.9824569260956457,6,1100.0,0.9912600346257605,6,0.0009509958481976076,6
